adId,Price,Type,days_since,Parking,Lease_term,moving_date,pets_allowed_apt,size (sq.ft.),furnished_apt,AC,apt_size,Title_length,postal_code,longitude,latitude,District,desc_len
1561658151,850,apartment,1,0.0, '1 an',july,0.0,720.0,0,0.0,3 1/2,13,H3S 1G3,-73.6292,45.5155,Côte-des-Neiges North,177
1569845712,700,apartment,1,0.0, 'Au mois',june,0.0,360.0,0,0.0,studio,28,,-1.0,-1.0,-1,349
1569845708,800,Room,1,,,na,0.0,,0,0.0,4 1/2,40,H2X 3K4,-73.5739,45.5148,Plateau Mont-Royal Southeast,512
1569845687,1100,apartment,1,0.0, '1 an',july,1.0,650.0,0,0.0,na,63,H2R 2G8,-73.6266,45.5452,Villeray Southeast,581
1569845667,1150,apartment,1,0.0, '1 an',july,1.0,850.0,0,0.0,na,50,H4E 3G6,-73.5863,45.468,Ville Émard,1347
1569635044,1450,apartment,1,1.0, '1 an',july,1.0,650.0,0,1.0,condo,45,H4R 3J3,-73.7309,45.5148,Saint-Laurent Central,422
1469618802,495,Room,1,,,na,0.0,,0,0.0,na,23,,-1.0,-1.0,-1,327
1552313362,1199,apartment,1,0.0, '1 an',february,0.0,550.0,0,1.0,na,47,H4G 2A5,-73.5798,45.4644,Verdun North,342
1562498276,1399,apartment,1,0.0, '1 an',april,0.0,800.0,0,0.0,na,22,H2G 2H1,-73.6061,45.5434,Petite-Patrie Northeast,323
1569845445,1500,apartment,1,0.0, '1 an',july,1.0,554.0,0,0.0,na,62,H2L 3G9,-73.5744,45.5252,Centre-Sud South,349
1569845311,600,Room,1,,,na,0.0,,0,0.0,4 1/2,36,,-1.0,-1.0,-1,361
1569845260,880,apartment,1,0.0, '1 an',july,0.0,380.0,1,0.0,3 1/2,33,H2E 1V2,-73.6256,45.5522,Villeray Northeast,740
1569845238,1200,apartment,1,0.0, '1 an',july,1.0,650.0,0,0.0,na,57,H2R 2G8,-73.6266,45.5452,Villeray Southeast,508
1567795003,1550,apartment,1,0.0, '1 an',july,0.0,950.0,1,0.0,na,59,H1M 2Z8,-73.5559,45.5902,Mercier West,988
1569845110,1290,apartment,1,0.0, '1 an',july,0.0,850.0,0,0.0,4 1/2,51,H3H 1Z7,-73.5967,45.5123,Downtown Montreal South & West,1274
1569844918,550,Room,1,,,na,0.0,,0,0.0,na,28,H2W 2K8,-73.5839,45.5194,Plateau Mont-Royal South Central,148
1567283464,350,Room,1,,,na,0.0,,0,0.0,na,56,H9S 4R9,-73.7733,45.4409,L'Île-Dorval,919
1566762502,2895,apartment,1,1.0, '1 an',june,1.0,1301.0,0,1.0,na,64,H4C 2S5,-73.5922,45.478,Saint-Henri,665
1564892641,1475,apartment,1,0.0, '1 an',july,0.0,970.0,0,0.0,4 1/2,45,H2T 2G7,-73.6024,45.5278,Plateau Mont-Royal West,341
1569844650,700,apartment,1,0.0, 'Au mois',june,0.0,360.0,0,0.0,studio,28,,-1.0,-1.0,-1,349
1569844600,850,apartment,1,1.0, '1 an',july,0.0,1.0,0,0.0,4 1/2,46,J6J 3N3,-73.7494,45.3944,Châteauguay North,468
1569844567,1500,apartment,1,0.0, '1 an',august,0.0,900.0,0,0.0,na,17,H4G2W6,-73.5798,45.4644,Verdun North,499
1569844382,950,apartment,1,0.0, '1 an',july,0.0,900.0,0,0.0,na,45,H4J 2L2,-73.7231,45.5353,Cartierville Central,54
1569844227,1500,apartment,1,0.0, '1 an',july,1.0,554.0,0,0.0,na,62,H2L3G9,-73.5744,45.5252,Centre-Sud South,353
1569844209,590,apartment,1,0.0, '1 an',july,0.0,450.0,0,0.0,2 1/2,64,H4J 2M7,-73.7231,45.5353,Cartierville Central,927
1569844059,1300,apartment,1,1.0, '1 an',june,0.0,650.0,1,1.0,condo,64,H2K3W8,-73.5672,45.53,Centre-Sud North,396
1569844048,1350,apartment,1,0.0, '1 an',june,0.0,650.0,0,1.0,na,41,H2S 2S1,-73.6144,45.5356,Petite-Patrie Southwest,210
1569843919,1445,apartment,1,1.0, '1 an',july,1.0,700.0,0,1.0,condo,30,H3L 2E1,-73.6754,45.5529,Ahuntsic Southwest,2980
1569843810,1690,apartment,1,0.0, '1 an',july,1.0,1200.0,0,1.0,na,59,H2M 1Y5,-73.6515,45.55,Ahuntsic East,1887
1569843694,1599,apartment,1,0.0, '1 an',july,1.0,647.0,0,1.0,condo,41,H3C 4A8,-73.5679,45.503,Griffintown (Includes Île Notre-Dame & Île Sainte-Hélène),308
1569843525,2000,apartment,1,0.0, '1 an',july,1.0,1150.0,0,0.0,na,57,H2L3G9,-73.5744,45.5252,Centre-Sud South,450
1569843524,1500,apartment,1,1.0, '1 an',june,0.0,1100.0,0,1.0,na,58,H8N1Z8,-73.6084,45.4551,LaSalle Northwest,486
1565838743,940,apartment,14,0.0, '1 an',july,1.0,700.0,1,0.0,3 1/2,29,H4B 2R3,-73.636,45.4681,Notre-Dame-de-Grâce Southwest,390
1562112730,950,apartment,14,0.0, '1 an',april,1.0,1.0,1,0.0,studio,32,H3H 2N3,-73.5967,45.5123,Downtown Montreal South & West,426
1552844300,2150,apartment,1,0.0, '1 an',june,1.0,865.0,0,1.0,condo,63,H3J 1R9,-73.5725,45.4922,Petite-Bourgogne,3008
1565926897,630,apartment,22,0.0, '1 an',june,0.0,300.0,0,0.0,studio,64,H1V 2E7,-73.551,45.5702,Maisonneuve,948
1569843524,1190,apartment,1,1.0, '1 an',june,0.0,1100.0,0,1.0,4 1/2,38,H1X 2M5,-73.5935,45.5577,Rosemont Central,509
1569843427,1500,Room,1,,,na,0.0,,0,0.0,na,58,H8N1Z8,-73.6084,45.4551,LaSalle Northwest,486
1569843362,400,apartment,1,0.0, '1 an',july,0.0,800.0,0,0.0,na,32,H3S 1J6,-73.6292,45.5155,Côte-des-Neiges North,765
1559905845,1450,Room,1,,,na,0.0,,0,0.0,condo,52,H2W 1V7,-73.5839,45.5194,Plateau Mont-Royal South Central,1226
1569843285,495,Room,1,,,na,0.0,,0,0.0,na,33,,-1.0,-1.0,-1,315
1569843144,500,apartment,1,, '1 an',july,1.0,2400.0,0,1.0,na,29,H3T 1L6,-73.616,45.5115,Côte-des-Neiges Northeast,873
1569842931,2600,apartment,1,1.0, '1 an',july,1.0,350.0,1,0.0,na,44,H2E 1X7,-73.6256,45.5522,Villeray Northeast,1026
1569842616,760,apartment,1,0.0, '1 an',july,0.0,800.0,0,0.0,studio,57,H4V2M7,-73.6555,45.4755,Côte-Saint-Luc East,912
1569842676,850,apartment,1,0.0, '1 an',june,0.0,350.0,0,0.0,4 1/2,43,H1Z 3P4,-73.6444,45.5652,Saint-Michel West,155
1569842584,550,Room,1,,,na,0.0,,0,0.0,na,58,H4J 2M7,-73.7231,45.5353,Cartierville Central,928
1505800583,575,apartment,1,0.0, '1 an',na,0.0,,0,1.0,na,63,H9X 2C1,-73.9515,45.418,Sainte-Anne-De- Bellevue,2393
1569842468,1090,Room,1,1.0,,na,0.0,,0,0.0,condo,43,H8N 2P6,-73.6084,45.4551,LaSalle Northwest,1151
1569842224,950,apartment,1,0.0, '1 an',july,0.0,1000.0,0,1.0,studio,59,H2L 4C1,-73.5744,45.5252,Centre-Sud South,460
1569841952,980,apartment,1,0.0, '1 an',june,1.0,,0,1.0,na,53,H3W 1W6,-73.6442,45.4988,Côte-des-Neiges Southwest,246
1569837433,1775,apartment,1,0.0, '1 an',july,0.0,,0,1.0,4 1/2,54,H2K 1C2,-73.5672,45.53,Centre-Sud North,1187
1519644598,1600,Room,1,0.0,,na,0.0,,0,0.0,na,61,H3C 0S3,-73.5679,45.503,Griffintown (Includes Île Notre-Dame & Île Sainte-Hélène),3032
1513649688,291,Room,1,0.0,,na,0.0,,0,0.0,na,46,H3B 4W5,-73.5672,45.5058,Downtown Montreal East,3333
1512520831,858,Room,1,0.0,,na,0.0,,0,0.0,na,56,H3B 4W5,-73.5672,45.5058,Downtown Montreal East,3698
1505799221,367,Room,1,0.0,,na,0.0,,0,0.0,na,47,H3B 4W5,-73.5672,45.5058,Downtown Montreal East,3407
1505799190,1538,Room,1,0.0,,na,0.0,,0,0.0,na,56,H3B 4W5,-73.5672,45.5058,Downtown Montreal East,3762
1569841802,1500,Room,1,,,na,0.0,,0,0.0,condo,52,H2S 3G4,-73.6144,45.5356,Petite-Patrie Southwest,915
1569841691,520,Room,1,,,na,0.0,,0,0.0,na,49,H3K 1T4,-73.564,45.4858,Pointe-Saint-Charles,858
1569841289,500,apartment,1,0.0, '1 an',july,1.0,310.0,1,0.0,na,58,H3T 1E8,-73.616,45.5115,Côte-des-Neiges Northeast,2594
1569841141,800,Room,1,,,na,0.0,,0,0.0,2 1/2,62,H2S 2G1,-73.6144,45.5356,Petite-Patrie Southwest,477
1569839113,600,apartment,1,0.0, '1 an',july,0.0,,0,0.0,na,60,H3H2G7,-73.5967,45.5123,Downtown Montreal South & West,1386
1569840073,720,apartment,1,0.0, '1 an',june,1.0,1200.0,0,0.0,studio,47,H2W 1R2,-73.5839,45.5194,Plateau Mont-Royal South Central,1495
1569840468,2200,apartment,1,0.0, '1 an',june,1.0,845.0,0,0.0,na,50,H2L 3M4,-73.5744,45.5252,Centre-Sud South,1305
1569833085,1375,apartment,1,0.0, '1 an',june,1.0,1000.0,1,1.0,4 1/2,51,H3N 2N2,-73.6464,45.5335,Parc-Extension,1043
1569834505,1850,apartment,1,0.0, '1 an',june,0.0,,0,0.0,4 1/2,57,H3H 1N5,-73.5967,45.5123,Downtown Montreal South & West,943
1569832757,1095,apartment,1,0.0, '1 an',june,1.0,1400.0,0,0.0,3 1/2,47,H1M 3B7,-73.5559,45.5902,Mercier West,815
1569812745,1800,apartment,1,0.0, '1 an',june,1.0,,0,0.0,na,60,H2P 1E3,-73.6418,45.5409,Villeray West,967
1569835567,1225,apartment,1,0.0, '1 an',june,0.0,300.0,1,1.0,4 1/2,48,H3S 1G2,-73.6292,45.5155,Côte-des-Neiges North,754
1569840911,850,apartment,1,0.0, '1 an',june,0.0,4.0,0,0.0,studio,53,H2L 5B6,-73.5744,45.5252,Centre-Sud South,447
1569840572,820,apartment,1,0.0, '1 an',june,0.0,750.0,0,1.0,na,60,H1H4P4,-73.6524,45.5829,Montreal North South,666
1569840561,1795,apartment,1,0.0, '1 an',june,1.0,600.0,0,0.0,condo,62,H3C 0K8,-73.5679,45.503,Griffintown (Includes Île Notre-Dame & Île Sainte-Hélène),918
1569840557,725,apartment,1,1.0, '1 an',july,0.0,726.0,0,1.0,3 1/2,59,H1T 3M9,-73.5869,45.5653,Rosemont North,342
1569840437,1750,Room,1,,,na,0.0,,0,0.0,condo,55,H3C 6S3,-73.5679,45.503,Griffintown (Includes Île Notre-Dame & Île Sainte-Hélène),1013
1569840410,500,Room,1,,,na,0.0,,0,0.0,na,63,,-1.0,-1.0,-1,1159
1517850314,539,apartment,3,0.0, '1 an',june,0.0,320.0,0,0.0,na,53,H1V 3N7,-73.551,45.5702,Maisonneuve,549
1568925741,735,apartment,3,0.0, '1 an',july,0.0,700.0,0,0.0,2 1/2,38,H1T 2G4,-73.5869,45.5653,Rosemont North,401
1498791132,960,apartment,21,0.0, '1 an',october,0.0,600.0,1,0.0,4 1/2,54,H1Y 1L9,-73.598,45.5525,Rosemont South,739
1565013917,870,apartment,1,1.0, '1 an',may,1.0,2000.0,0,1.0,3 1/2,64,H2B 1S5,-73.647,45.5664,Ahuntsic North,1213
1567711071,3200,apartment,13,0.0, '1 an',july,0.0,1200.0,0,1.0,condo,59,H2P 2G8,-73.6418,45.5409,Villeray West,651
1569839967,2850,apartment,1,1.0, '1 an',june,0.0,950.0,1,1.0,condo,64,H2Z1L7,-73.5623,45.5066,Downtown Montreal Northeast,550
1560010130,2750,apartment,1,0.0, '1 an',june,0.0,630.0,0,0.0,condo,61,H2L 0B9,-73.5744,45.5252,Centre-Sud South,621
1563926007,1039,apartment,1,0.0, '1 an',june,0.0,630.0,0,0.0,3 1/2,63,H4N 1P2,-73.6807,45.5329,Saint-Laurent Outer Northeast,1738
1568879806,949,apartment,1,0.0, '1 an',june,0.0,850.0,0,0.0,3 1/2,64,H4N 1P2,-73.6807,45.5329,Saint-Laurent Outer Northeast,1738
1569839956,1279,apartment,1,0.0, '1 an',july,1.0,550.0,0,0.0,4 1/2,62,H4N 1P2,-73.6807,45.5329,Saint-Laurent Outer Northeast,1738
1569839821,900,apartment,1,0.0, '1 an',july,1.0,500.0,0,0.0,3 1/2,30,H2E 1Z3,-73.6256,45.5522,Villeray Northeast,414
1561321884,1000,apartment,1,0.0, '1 an',june,0.0,650.0,0,0.0,3 1/2,40,H2G 2R7,-73.6061,45.5434,Petite-Patrie Northeast,861
1569839752,750,apartment,1,0.0, '1 an',june,1.0,650.0,0,0.0,3 1/2,29,H1W 3A9,-73.5616,45.5423,Hochelaga,292
1569622551,790,apartment,1,0.0, '1 an',july,1.0,500.0,1,0.0,3 1/2,49,H1X 1X2,-73.5935,45.5577,Rosemont Central,574
1567395957,795,apartment,1,0.0, '1 an',july,1.0,1100.0,1,0.0,na,56,H3N 1R7,-73.6464,45.5335,Parc-Extension,709
1506904956,1475,apartment,1,0.0, '1 an',december,0.0,800.0,0,0.0,condo,57,H3N 1S8,-73.6464,45.5335,Parc-Extension,1072
1569839567,1450,apartment,1,0.0, '1 an',july,1.0,850.0,0,0.0,na,33,H2W 1C5,-73.5839,45.5194,Plateau Mont-Royal South Central,955
1569839359,990,apartment,1,0.0, '1 an',july,0.0,875.0,0,0.0,4 1/2,43,H4H 1H3,-73.5818,45.4532,Verdun South,1145
1569839131,1100,Room,1,,,na,0.0,,0,0.0,na,60,H4E 1M7,-73.5863,45.468,Ville Émard,2419
1569812756,470,apartment,1,0.0, '1 an',july,1.0,,0,0.0,na,40,H2A1W7,-73.6118,45.5583,Saint-Michel East,809
1569838734,1295,apartment,1,0.0, '1 an',july,0.0,70.0,0,0.0,na,54,H3S 1G2,-73.6292,45.5155,Côte-des-Neiges North,1198
1569838653,1380,apartment,1,0.0, '1 an',july,1.0,1000.0,0,0.0,na,49,H2L 3W8,-73.5744,45.5252,Centre-Sud South,499
1569838638,1850,Room,1,,,na,0.0,,0,0.0,na,35,H1Y3A8,-73.598,45.5525,Rosemont South,1339
1565334659,995,apartment,1,0.0, '1 an',july,0.0,1025.0,0,0.0,na,58,H2S 2R9,-73.6144,45.5356,Petite-Patrie Southwest,670
1569838011,1150,Room,1,,,na,0.0,,0,0.0,na,16,H8P 2M8,-73.5979,45.4371,LaSalle Southeast,449
1569837687,833,apartment,1,0.0, '1 an',july,1.0,720.0,0,1.0,studio,61,H2K 2H8,-73.5672,45.53,Centre-Sud North,1789
1543969444,1100,Room,1,,,na,0.0,,0,0.0,4 1/2,34,H2R 2H4,-73.6266,45.5452,Villeray Southeast,341
1543755233,450,Room,1,,,na,0.0,,0,0.0,na,48,H2E 1V5,-73.6256,45.5522,Villeray Northeast,1892
1569837501,450,apartment,1,0.0, '1 an',july,0.0,1011.0,0,1.0,na,45,H2E 2T7,-73.6256,45.5522,Villeray Northeast,1889
1569837286,1395,apartment,1,0.0, '1 an',june,0.0,850.0,0,0.0,condo,30,H1M 2K8,-73.5559,45.5902,Mercier West,454
1569837269,1350,apartment,1,0.0, '1 an',june,1.0,450.0,0,0.0,4 1/2,44,H2R 2N3,-73.6266,45.5452,Villeray Southeast,1356
1569837067,595,apartment,1,0.0, '1 an',july,0.0,1.0,0,0.0,2 1/2,44,H1W 1Y5,-73.5616,45.5423,Hochelaga,390
1569837028,665,apartment,1,0.0, '1 an',july,0.0,1000.0,0,0.0,na,26,H2H 2J3,-73.5837,45.5377,Plateau Mont-Royal North,406
1569837001,1500,Room,1,,,na,0.0,,0,0.0,na,50,H2V 3Y6,-73.6153,45.5298,Outremont,451
1553782770,495,apartment,1,0.0, '1 an',june,1.0,,0,0.0,na,37,H8S 4L6,-73.6811,45.4496,Lachine East,237
1569836801,2515,apartment,1,0.0, '1 an',july,0.0,950.0,0,0.0,na,57,H1T 3X2,-73.5869,45.5653,Rosemont North,1976
1569833037,905,apartment,1,0.0, '1 an',june,1.0,800.0,1,1.0,4 1/2,31,H1T3K2,-73.5869,45.5653,Rosemont North,275
1569833768,1320,apartment,1,0.0, '1 an',june,1.0,550.0,0,0.0,3 1/2,47,H4E 3P6,-73.5863,45.468,Ville Émard,1254
1569832909,895,Room,1,,,na,0.0,,0,0.0,3 1/2,57,H2E 2J5,-73.6256,45.5522,Villeray Northeast,853
1569648495,250,apartment,1,1.0, '1 an',july,0.0,1.0,0,0.0,na,35,H2H 1E9,-73.5837,45.5377,Plateau Mont-Royal North,587
1566257791,1020,apartment,1,1.0, '1 an',july,1.0,909.0,1,1.0,na,47,H3L 2G7,-73.6754,45.5529,Ahuntsic Southwest,810
1569244846,2050,apartment,1,0.0, '1 an',june,0.0,700.0,1,0.0,condo,53,,-1.0,-1.0,-1,1047
1568755116,1150,apartment,7,1.0, '1 an',july,0.0,535.0,1,1.0,3 1/2,62,,-1.0,-1.0,-1,406
1564698301,1210,apartment,2,0.0, '1 an',may,1.0,1.0,0,0.0,3 1/2,59,H2L 3W8,-73.5744,45.5252,Centre-Sud South,3927
1569456404,825,apartment,3,0.0, '1 an',july,1.0,800.0,0,0.0,3 1/2,42,H8T 1T9,-73.7192,45.4648,Lachine West,897
1563375794,1184,apartment,4,1.0, '1 an',july,0.0,522.0,0,1.0,na,64,H3E1C4,-73.5457,45.4679,L'Île-Des-Soeurs,1961
1567131364,1250,apartment,17,0.0, '1 an',july,1.0,1100.0,0,0.0,condo,61,H4E 0A2,-73.5863,45.468,Ville Émard,1216
1569836516,1795,Room,1,,,na,0.0,,0,0.0,na,50,H4E 1G8,-73.5863,45.468,Ville Émard,239
1568646232,550,apartment,1,0.0, '1 an',july,1.0,1200.0,1,0.0,condo,64,H1W1G6,-73.5616,45.5423,Hochelaga,1538
1563304787,1225,apartment,1,0.0, '1 an',june,0.0,500.0,0,0.0,na,16,H1M 1S7,-73.5559,45.5902,Mercier West,423
1569271273,780,apartment,1,0.0, '1 an',september,1.0,1000.0,0,0.0,3 1/2,52,H2A 2T4,-73.6118,45.5583,Saint-Michel East,311
1569699100,1520,apartment,1,0.0, '1 an',july,1.0,1000.0,0,0.0,na,64,H1T 1B1,-73.5869,45.5653,Rosemont North,757
1569813674,1416,apartment,1,0.0, '1 an',july,0.0,675.0,1,0.0,na,42,H4W 1S4,-73.6704,45.478,Côte-Saint-Luc West,357
1531917414,950,apartment,1,0.0, '1 an',may,0.0,1500.0,0,0.0,na,55,H1K 3N5,-73.5428,45.6077,Anjou East,889
1569830638,2100,apartment,1,0.0, '1 an',july,0.0,350.0,1,1.0,na,59,H2V3C9,-73.6153,45.5298,Outremont,1399
1569836228,990,apartment,1,0.0, 'Au mois',june,0.0,500.0,1,0.0,na,30,H2L 3T8,-73.5744,45.5252,Centre-Sud South,921
1569836124,760,apartment,1,0.0, '1 an',june,0.0,1000.0,0,0.0,na,28,H4E 3C5,-73.5863,45.468,Ville Émard,855
1569835928,1400,apartment,1,0.0, '1 an',october,1.0,1000.0,0,0.0,condo,46,H1W1G6,-73.5616,45.5423,Hochelaga,1548
1569835714,1825,apartment,1,0.0, '1 an',august,1.0,1.0,0,1.0,na,64,H2H 2H8,-73.5837,45.5377,Plateau Mont-Royal North,2468
1569818627,1388,apartment,1,0.0, '1 an',august,0.0,950.0,0,0.0,na,19,H4L 2Z9,-73.6974,45.5269,Saint-Laurent Inner Northeast,260
1569835587,1050,Room,1,,,na,0.0,,0,0.0,na,45,H1J 1W2,-73.569,45.6036,Anjou West,191
1569835573,500,apartment,1,0.0, '1 an',july,0.0,1950.0,1,1.0,na,59,H2R 2N3,-73.6266,45.5452,Villeray Southeast,1562
1569834329,2400,apartment,1,0.0, '1 an',july,0.0,1550.0,1,1.0,na,39,H2L 3V6,-73.5744,45.5252,Centre-Sud South,1548
1569835384,1600,apartment,1,0.0, '1 an',july,0.0,1.0,0,0.0,na,48,H2L 3T8,-73.5744,45.5252,Centre-Sud South,1196
1569835360,1400,apartment,1,0.0, '1 an',july,0.0,500.0,0,0.0,na,8,H1G 2G4,-73.6389,45.6061,Montreal North North,260
1569835046,860,apartment,1,1.0, '1 an',july,0.0,950.0,0,0.0,na,48,H1V 1B9,-73.551,45.5702,Maisonneuve,1729
1569834943,1200,apartment,1,0.0, '1 an',july,0.0,1000.0,0,0.0,na,56,H1K 1Y6,-73.5428,45.6077,Anjou East,690
1569834812,800,Room,1,,,na,0.0,,0,0.0,4 1/2,62,H1H4M7,-73.6524,45.5829,Montreal North South,1137
1569834799,500,apartment,1,0.0, '1 an',july,0.0,490.0,0,0.0,na,64,H8S3E3,-73.6811,45.4496,Lachine East,1824
1569834780,700,apartment,1,0.0, '1 an',july,0.0,350.0,0,0.0,2 1/2,26,H2E1W3,-73.6256,45.5522,Villeray Northeast,330
1569834765,750,apartment,1,1.0, '1 an',july,0.0,650.0,0,0.0,studio,64,H3K 2M6,-73.564,45.4858,Pointe-Saint-Charles,1073
1569834686,710,apartment,1,0.0, '1 an',july,1.0,745.0,0,1.0,4 1/2,27,H1E3L1,-73.5729,45.6595,Rivière-Des-Prairies Southwest,147
1569830757,1290,apartment,1,0.0, '1 an',july,0.0,,0,0.0,na,63,H2E 2M7,-73.6256,45.5522,Villeray Northeast,956
1505846114,1075,apartment,1,0.0, '1 an',june,0.0,625.0,0,0.0,3 1/2,44,H3V 1B4,-73.6177,45.4965,Côte-des-Neiges East,183
1528581783,1166,apartment,1,1.0, '1 an',august,0.0,,0,0.0,3 1/2,59,H3Z 1R3,-73.5885,45.4909,Westmount East,1726
1505768246,1995,apartment,1,0.0, '1 an',july,0.0,580.0,0,0.0,na,36,H3S 2N8,-73.6292,45.5155,Côte-des-Neiges North,942
1505768287,1095,apartment,1,0.0, '1 an',august,0.0,,0,0.0,na,45,H3S 2N8,-73.6292,45.5155,Côte-des-Neiges North,949
1569834173,1450,apartment,1,0.0, '1 an',june,0.0,1100.0,0,0.0,na,44,H3S 2N8,-73.6292,45.5155,Côte-des-Neiges North,949
1569834160,1680,apartment,1,0.0, '1 an',july,0.0,800.0,0,0.0,na,35,H2J 3B7,-73.5928,45.5289,Plateau Mont-Royal North Central,417
1569834045,949,apartment,1,1.0, '1 an',june,0.0,650.0,0,0.0,4 1/2,49,H1H1A2,-73.6524,45.5829,Montreal North South,489
1566419163,795,apartment,1,0.0, '1 an',june,1.0,1200.0,0,0.0,4 1/2,27,H1E 5G3,-73.5729,45.6595,Rivière-Des-Prairies Southwest,163
1568304106,975,apartment,1,1.0, '1 an',june,0.0,1182.0,1,0.0,na,37,H1Z 1C5,-73.6444,45.5652,Saint-Michel West,164
1569834023,1900,apartment,1,0.0, '1 an',july,0.0,1000.0,0,0.0,condo,62,H3E 1S5,-73.5457,45.4679,L'Île-Des-Soeurs,768
1562641685,700,apartment,1,0.0, '1 an',na,0.0,,0,,4 1/2,55,H1H4M7,-73.6524,45.5829,Montreal North South,1074
1505757506,575,apartment,4,0.0, '1 an',october,0.0,,0,1.0,na,49,H2R 2H9,-73.6266,45.5452,Villeray Southeast,323
1505746957,1350,apartment,2,0.0, 'Non disponible',na,,,1,0.0,3 1/2,61,H3W 1J4,-73.6442,45.4988,Côte-des-Neiges Southwest,904
1563564701,1500,apartment,25,1.0, '1 an',july,0.0,660.0,0,1.0,3 1/2,41,H3G 1Y2,-73.5853,45.5019,Downtown Montreal Southeast,4434
1568925741,1650,apartment,3,0.0, '1 an',july,0.0,700.0,0,0.0,condo,45,H3C 2K5,-73.5679,45.503,Griffintown (Includes Île Notre-Dame & Île Sainte-Hélène),2050
1569851751,960,apartment,1,0.0, '1 an',july,1.0,800.0,0,1.0,4 1/2,54,H1Y 1L9,-73.598,45.5525,Rosemont South,739
1568714489,1695,apartment,1,0.0, '1 an',na,0.0,,0,,condo,51,H2S 3A9,-73.6144,45.5356,Petite-Patrie Southwest,679
1567083739,650,apartment,1,0.0, '1 an',july,0.0,320.0,0,1.0,studio,38,H2E 2T6,-73.6256,45.5522,Villeray Northeast,347
1569652498,1150,apartment,1,0.0, '1 an',na,0.0,,0,,studio,52,H3C0L5,-73.5679,45.503,Griffintown (Includes Île Notre-Dame & Île Sainte-Hélène),1062
1569833996,685,apartment,1,0.0, '1 an',june,0.0,858.0,0,0.0,2 1/2,51,H2J 2J3,-73.5928,45.5289,Plateau Mont-Royal North Central,462
1563304228,995,apartment,1,1.0, '1 an',july,0.0,750.0,1,1.0,3 1/2,29,H1Y 3E3,-73.598,45.5525,Rosemont South,133
1557043565,2350,apartment,1,0.0, '1 an',na,0.0,,0,,condo,47,H3G 1T1,-73.5853,45.5019,Downtown Montreal Southeast,797
1563738411,785,apartment,1,0.0, '1 an',na,0.0,,0,0.0,2 1/2,55,H2R 2L4,-73.6266,45.5452,Villeray Southeast,1045
1568787638,800,apartment,1,0.0, '1 an',na,0.0,,0,0.0,3 1/2,51,H1T 3G2,-73.5869,45.5653,Rosemont North,417
1562061680,635,apartment,1,0.0, '1 an',na,,,0,1.0,2 1/2,38,H1X 1Y9,-73.5935,45.5577,Rosemont Central,422
1569483220,705,apartment,1,0.0, '1 an',na,0.0,,0,,2 1/2,55,H2S 1G1,-73.6144,45.5356,Petite-Patrie Southwest,543
1563739410,685,apartment,1,0.0, '1 an',na,0.0,,0,,2 1/2,56,H1X 1K4,-73.5935,45.5577,Rosemont Central,428
1563579040,790,apartment,1,0.0, '1 an',july,0.0,,0,0.0,3 1/2,56,H1T 3G2,-73.5869,45.5653,Rosemont North,341
1566234403,675,apartment,1,0.0, '1 an',na,0.0,,0,0.0,na,53,H2K 2T5,-73.5672,45.53,Centre-Sud North,312
1563722152,660,apartment,1,0.0, '1 an',na,0.0,,0,0.0,2 1/2,50,H2K 2T5,-73.5672,45.53,Centre-Sud North,425
1569833930,790,Room,1,,,na,0.0,,0,0.0,3 1/2,52,H2K 2T5,-73.5672,45.53,Centre-Sud North,303
1569833687,420,apartment,1,0.0, '1 an',july,1.0,615.0,0,0.0,na,49,H1W 3M3,-73.5616,45.5423,Hochelaga,749
1569831737,850,apartment,1,0.0, '1 an',na,0.0,,0,0.0,4 1/2,41,H1Y 2V5,-73.598,45.5525,Rosemont South,482
1569830788,1500,apartment,1,0.0, '1 an',june,1.0,,0,0.0,na,25,H4A 2T4,-73.6252,45.4781,Notre-Dame-de-Grâce Northeast,640
1569833608,1365,apartment,1,2.0, '1 an',june,1.0,1850.0,0,0.0,4 1/2,40,H3V 1B4,-73.6177,45.4965,Côte-des-Neiges East,854
1569833443,2660,apartment,1,1.0, '1 an',july,0.0,930.0,0,0.0,na,64,H3S 2N6,-73.6292,45.5155,Côte-des-Neiges North,3612
1569833366,960,apartment,1,0.0, '1 an',july,0.0,800.0,0,0.0,4 1/2,47,H1K 1Y6,-73.5428,45.6077,Anjou East,568
1569833109,760,apartment,1,0.0, '1 an',june,1.0,1250.0,0,0.0,3 1/2,37,H9G1A5,-73.8446,45.4794,Dollard-Des- Ormeaux Southwest,207
1569832872,1440,apartment,1,0.0, '1 an',july,0.0,500.0,0,0.0,na,64,H3S 2N6,-73.6292,45.5155,Côte-des-Neiges North,4387
1569818212,850,apartment,1,0.0, '1 an',july,1.0,962.0,0,1.0,na,49,H1V 1B9,-73.551,45.5702,Maisonneuve,1790
1569832409,1800,apartment,1,0.0, '1 an',june,1.0,,1,1.0,condo,35,H2S 3C5,-73.6144,45.5356,Petite-Patrie Southwest,1657
1569832158,1050,Room,1,1.0,,na,0.0,,0,0.0,studio,56,H2H 1N5,-73.5837,45.5377,Plateau Mont-Royal North,765
1569832114,670,apartment,1,1.0, '1 an',july,0.0,850.0,1,1.0,na,52,H2L 3Z1,-73.5744,45.5252,Centre-Sud South,777
